title_english,status,episodes,rating,rank,popularity,favorites,score,genres,themes,scored_by_members,is_ongoing,genre_list,action,adventure,avant garde,award winning,boys love,comedy,drama,ecchi,erotica,fantasy,girls love,gourmet,hentai,horror,mystery,romance,sci-fi,slice of life,sports,supernatural,suspense,unknown
The Garden of Sinners Chapter 4: The Hollow Shrine,Finished Airing,1.0,R - 17+ (violence & profanity),1034.0,1136,322,7.81,"action, fantasy, mystery, suspense",Urban Fantasy,190839.5,0,"['action', 'fantasy', 'mystery', 'suspense']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Celestial Method,Finished Airing,13.0,PG-13 - Teens 13 or older,5638.0,2120,322,6.76,"drama, fantasy",School,73894.5,0,"['drama', 'fantasy']",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naruto the Movie 1: Ninja Clash in the Land of Snow,Finished Airing,1.0,PG-13 - Teens 13 or older,3889.0,857,321,7.12,"action, adventure, fantasy",unknown,250854.5,0,"['action', 'adventure', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKB0048: Next Stage,Finished Airing,13.0,PG-13 - Teens 13 or older,1536.0,3925,321,7.62,sci-fi,"Idols (Female), Music",29703.0,0,['sci-fi'],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zombie-Loan,Finished Airing,11.0,R - 17+ (violence & profanity),5398.0,1742,321,6.81,"action, horror, supernatural",unknown,104267.0,0,"['action', 'horror', 'supernatural']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Build-Divide -#000000- Code Black,Finished Airing,12.0,PG-13 - Teens 13 or older,7936.0,3083,320,6.39,fantasy,Strategy Game,38476.0,0,['fantasy'],0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Disappearance of Nagato Yuki-chan,Finished Airing,16.0,PG-13 - Teens 13 or older,5845.0,1732,320,6.73,"comedy, romance",School,100249.5,0,"['comedy', 'romance']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,9.0,PG-13 - Teens 13 or older,3047.0,2065,320,7.27,"comedy, romance","Adult Cast, Showbiz",87608.0,0,"['comedy', 'romance']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,4.0,Rx - Hentai,4908.575358996018,4116,320,7.28,hentai,unknown,25294.5,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karas,Finished Airing,6.0,R - 17+ (violence & profanity),2582.0,2937,320,7.36,"action, fantasy, sci-fi","Gore, Super Power",47397.5,0,"['action', 'fantasy', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Triage X,Finished Airing,10.0,R+ - Mild Nudity,8364.0,1493,320,6.31,"action, adventure, ecchi",unknown,121073.0,0,"['action', 'adventure', 'ecchi']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fate/kaleid liner Prisma Illya 3rei!!,Finished Airing,12.0,PG-13 - Teens 13 or older,2102.0,1830,319,7.48,"action, comedy",Mahou Shoujo,101629.5,0,"['action', 'comedy']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Bastard‼ Heavy Metal, Dark Fantasy",Finished Airing,13.0,R+ - Mild Nudity,6661.0,2656,319,6.59,"action, adventure, fantasy, ecchi",Gore,55627.0,0,"['action', 'adventure', 'fantasy', 'ecchi']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
unknown ,Finished Airing,52.0,PG - Children,1015.0,3800,319,7.82,sports,Racing,32741.5,0,['sports'],1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORESUKI Are you the only one who loves me? - Our Playball / Our End Run / Our Game,Finished Airing,1.0,PG-13 - Teens 13 or older,1776.0,1883,317,7.56,"comedy, romance",School,100521.0,0,"['comedy', 'romance']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Eccentric Family 2,Finished Airing,12.0,PG-13 - Teens 13 or older,586.0,2891,317,8.07,"drama, supernatural","Anthropomorphic, Mythology",47546.0,0,"['drama', 'supernatural']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hunter x Hunter: The Last Mission,Finished Airing,1.0,R - 17+ (violence & profanity),2922.0,1360,316,7.29,"action, adventure, fantasy",unknown,147184.5,0,"['action', 'adventure', 'fantasy']",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Schwarzes Marken,Finished Airing,12.0,R - 17+ (violence & profanity),5818.0,2068,316,6.73,"action, drama, sci-fi","Historical, Mecha, Military",80996.5,0,"['action', 'drama', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,12.0,PG-13 - Teens 13 or older,7236.0,2394,316,6.5,"action, fantasy",unknown,62345.5,0,"['action', 'fantasy']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,102.0,PG-13 - Teens 13 or older,3211.0,3218,316,7.24,"action, adventure, comedy, fantasy",Isekai,38841.0,0,"['action', 'adventure', 'comedy', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,4908.575358996018,2833,315,7.03,"action, fantasy",Music,52381.5,0,"['action', 'fantasy']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sword Art Online II: Debriefing,Finished Airing,1.0,PG-13 - Teens 13 or older,6004.0,1804,315,6.7,"action, adventure, fantasy",Video Game,103690.5,0,"['action', 'adventure', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,8.0,PG-13 - Teens 13 or older,438.0,1466,313,8.18,"action, adventure, fantasy",unknown,133879.5,0,"['action', 'adventure', 'fantasy']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
My-Otome,Finished Airing,26.0,PG-13 - Teens 13 or older,3041.0,3284,313,7.27,"comedy, drama, fantasy",unknown,39703.0,0,"['comedy', 'drama', 'fantasy']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,4.0,Rx - Hentai,4908.575358996018,4693,313,7.44,"fantasy, hentai","Harem, Isekai",19038.0,0,"['fantasy', 'hentai']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Whispered Words,Finished Airing,13.0,PG-13 - Teens 13 or older,4228.0,2659,313,7.05,"comedy, girls love",School,52889.5,0,"['comedy', 'girls love']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
unknown ,Finished Airing,6.0,Rx - Hentai,4908.575358996018,4137,312,7.35,hentai,unknown,24636.0,0,['hentai'],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Naruto Spin-Off: Rock Lee & His Ninja Pals,Finished Airing,51.0,PG-13 - Teens 13 or older,3618.0,2214,311,7.17,"action, comedy",Parody,78088.5,0,"['action', 'comedy']",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medabots,Finished Airing,52.0,PG - Children,3976.0,3033,311,7.1,"adventure, comedy, sci-fi",unknown,48279.5,0,"['adventure', 'comedy', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,100.0,PG - Children,1544.0,5073,311,7.62,slice of life,"Idols (Female), Music, School",14706.0,0,['slice of life'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Night Head 2041,Finished Airing,12.0,R - 17+ (violence & profanity),7303.0,3536,311,6.49,"drama, mystery, sci-fi, suspense","Psychological, Super Power",28849.0,0,"['drama', 'mystery', 'sci-fi', 'suspense']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Akiba's Trip The Animation,Finished Airing,13.0,PG-13 - Teens 13 or older,7334.0,1620,311,6.48,"action, comedy, fantasy, ecchi","Otaku Culture, Parody, Urban Fantasy",110937.0,0,"['action', 'comedy', 'fantasy', 'ecchi']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No-Rin,Finished Airing,12.0,PG-13 - Teens 13 or older,5762.0,1308,311,6.74,"comedy, romance, ecchi","Parody, School",142106.5,0,"['comedy', 'romance', 'ecchi']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
A-Channel,Finished Airing,12.0,PG-13 - Teens 13 or older,4751.0,2235,311,6.93,comedy,"CGDCT, School",74551.0,0,['comedy'],1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Samurai Girls,Finished Airing,12.0,R+ - Mild Nudity,5787.0,1382,311,6.74,"action, comedy, romance, ecchi","Harem, Samurai, School",134976.0,0,"['action', 'comedy', 'romance', 'ecchi']",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Space Force: The Wings of Honneamise,Finished Airing,1.0,R+ - Mild Nudity,2208.0,3411,311,7.45,"action, award winning, drama, sci-fi","Military, Space",33962.0,0,"['action', 'award winning', 'drama', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Taboo Charming Mother,Finished Airing,6.0,Rx - Hentai,4908.575358996018,4977,310,7.13,"drama, hentai",unknown,16815.0,0,"['drama', 'hentai']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Love Live! Superstar!! Season 2,Finished Airing,12.0,PG-13 - Teens 13 or older,1419.0,4004,310,7.67,slice of life,"Idols (Female), Music, School",26860.5,0,['slice of life'],1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arknights: Perish in Frost,Finished Airing,8.0,PG-13 - Teens 13 or older,1682.0,3309,310,7.58,"action, fantasy",unknown,34892.0,0,"['action', 'fantasy']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Heaven's Design Team,Finished Airing,12.0,PG-13 - Teens 13 or older,3690.0,2541,310,7.16,"comedy, fantasy","Educational, Gag Humor, Mythology, Workplace",59493.0,0,"['comedy', 'fantasy']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,12.0,PG-13 - Teens 13 or older,14174.0,2530,309,2.88,"action, sci-fi",unknown,64989.5,0,"['action', 'sci-fi']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
unknown ,Finished Airing,26.0,PG-13 - Teens 13 or older,451.0,2718,309,8.17,sports,Team Sports,61164.0,0,['sports'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Journey Through Another World: Raising Kids While Adventuring,Finished Airing,12.0,PG-13 - Teens 13 or older,6219.0,2548,309,6.67,"adventure, fantasy, slice of life","Childcare, Isekai",60489.5,0,"['adventure', 'fantasy', 'slice of life']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nyaruko: Crawling With Love! Second Season,Finished Airing,12.0,PG-13 - Teens 13 or older,3426.0,1388,309,7.2,"comedy, sci-fi",Parody,141997.5,0,"['comedy', 'sci-fi']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
unknown ,Finished Airing,25.0,PG-13 - Teens 13 or older,685.0,2364,309,8.0,sports,School,75633.0,0,['sports'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edens Zero Season 2,Finished Airing,25.0,PG-13 - Teens 13 or older,2283.0,2659,308,7.43,"action, adventure, fantasy, sci-fi",Space,49809.0,0,"['action', 'adventure', 'fantasy', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
That Time I Got Reincarnated as a Slime: Visions of Coleus,Finished Airing,3.0,PG-13 - Teens 13 or older,1697.0,2288,308,7.58,"action, adventure, comedy, fantasy","Isekai, Reincarnation",72266.5,0,"['action', 'adventure', 'comedy', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Clueless First Friend,Finished Airing,13.0,PG-13 - Teens 13 or older,1965.0,2717,308,7.51,"comedy, romance","Love Status Quo, School",54645.5,0,"['comedy', 'romance']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuri is My Job!,Finished Airing,12.0,PG-13 - Teens 13 or older,6173.0,3075,308,6.68,"comedy, girls love",Workplace,41581.5,0,"['comedy', 'girls love']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Baccano! Specials,Finished Airing,3.0,R - 17+ (violence & profanity),568.0,1419,307,8.08,"action, mystery, supernatural","Adult Cast, Historical, Organized Crime",149612.0,0,"['action', 'mystery', 'supernatural']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dragon Ball Z: Battle of Gods,Finished Airing,1.0,PG-13 - Teens 13 or older,2344.0,1134,306,7.42,"action, adventure, fantasy",Martial Arts,198276.0,0,"['action', 'adventure', 'fantasy']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,12.0,R+ - Mild Nudity,7766.0,2575,306,6.42,"action, comedy, romance, supernatural, ecchi","Magical Sex Shift, Mythology",52503.5,0,"['action', 'comedy', 'romance', 'supernatural', 'ecchi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tokyo Majin,Finished Airing,14.0,R - 17+ (violence & profanity),4308.0,2283,304,7.03,"action, drama, horror, supernatural","Martial Arts, School",64219.0,0,"['action', 'drama', 'horror', 'supernatural']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Treasure Island,Finished Airing,26.0,PG-13 - Teens 13 or older,782.0,4886,304,7.93,"adventure, drama, mystery",Historical,15860.5,0,"['adventure', 'drama', 'mystery']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK8 the Infinity Extra Part,Finished Airing,1.0,PG-13 - Teens 13 or older,1056.0,3581,304,7.81,slice of life,unknown,27110.5,0,['slice of life'],1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Case Files of Jeweler Richard,Finished Airing,12.0,PG-13 - Teens 13 or older,3436.0,2797,303,7.2,"drama, mystery","Adult Cast, Workplace",48737.5,0,"['drama', 'mystery']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kill la Kill Specials,Finished Airing,2.0,R - 17+ (violence & profanity),1402.0,1264,303,7.67,"action, comedy, fantasy, ecchi","School, Urban Fantasy",162589.5,0,"['action', 'comedy', 'fantasy', 'ecchi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ladies versus Butlers!,Finished Airing,12.0,R+ - Mild Nudity,7003.0,1151,303,6.53,"comedy, romance, ecchi","Harem, School",172225.5,0,"['comedy', 'romance', 'ecchi']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spiral: Bond of Reasoning,Finished Airing,25.0,PG-13 - Teens 13 or older,3352.0,3239,303,7.21,"drama, mystery",unknown,39059.0,0,"['drama', 'mystery']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Spice and Wolf II: The Wolf and the Amber Melancholy,Finished Airing,1.0,PG-13 - Teens 13 or older,940.0,1458,302,7.86,"adventure, romance, supernatural",Adult Cast,137409.5,0,"['adventure', 'romance', 'supernatural']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,621.0,3994,302,8.05,"action, sci-fi",Mecha,24070.0,0,"['action', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,51.0,G - All Ages,1230.0,5341,302,7.74,comedy,Mahou Shoujo,13843.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Lost Village,Finished Airing,12.0,R - 17+ (violence & profanity),12441.0,1195,302,5.49,"drama, horror, mystery, suspense","Psychological, Survival",167922.5,0,"['drama', 'horror', 'mystery', 'suspense']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fantastic Children,Finished Airing,26.0,PG-13 - Teens 13 or older,2043.0,4067,302,7.49,"adventure, fantasy, mystery, romance, sci-fi, suspense",unknown,22306.5,0,"['adventure', 'fantasy', 'mystery', 'romance', 'sci-fi', 'suspense']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tales from Earthsea,Finished Airing,1.0,PG-13 - Teens 13 or older,5454.0,1626,301,6.8,"adventure, fantasy",unknown,125110.0,0,"['adventure', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
She and Her Cat: Their Standing Points,Finished Airing,1.0,G - All Ages,3140.0,2251,301,7.25,slice of life,Pets,78439.0,0,['slice of life'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tougen Anki,Currently Airing,9.0,PG-13 - Teens 13 or older,4018.0,2958,300,7.1,"action, fantasy",Mythology,35340.5,1,"['action', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Currently Airing,9.0,G - All Ages,320.0,6778,300,8.27,comedy,unknown,6702.0,1,['comedy'],0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,11.0,R - 17+ (violence & profanity),2540.0,2574,300,7.37,"horror, mystery, supernatural, suspense","Adult Cast, Historical, Mythology, Psychological",55020.5,0,"['horror', 'mystery', 'supernatural', 'suspense']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Trigun: Badlands Rumble,Finished Airing,1.0,PG-13 - Teens 13 or older,835.0,1677,300,7.9,"action, adventure, sci-fi",Adult Cast,114807.5,0,"['action', 'adventure', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Infinite Dendrogram,Finished Airing,13.0,PG-13 - Teens 13 or older,9025.0,1360,300,6.2,"action, adventure, fantasy",Video Game,139430.0,0,"['action', 'adventure', 'fantasy']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,1609.0,3481,300,7.61,slice of life,"Idols (Female), Music, School",35331.0,0,['slice of life'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sakamoto Days Part 2,Currently Airing,9.0,R - 17+ (violence & profanity),863.0,1956,300,7.9,"action, comedy","Adult Cast, Organized Crime",66131.0,1,"['action', 'comedy']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,52.0,G - All Ages,842.0,4229,299,7.9,drama,Historical,21908.0,0,['drama'],1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pokémon: Advanced,Finished Airing,192.0,PG - Children,3803.0,1331,298,7.14,"action, adventure, comedy, fantasy",unknown,159900.0,0,"['action', 'adventure', 'comedy', 'fantasy']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sanrio Boys,Finished Airing,12.0,PG-13 - Teens 13 or older,6090.0,2948,298,6.69,slice of life,"Otaku Culture, School",44214.5,0,['slice of life'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mysterious Disappearances,Finished Airing,12.0,PG-13 - Teens 13 or older,5641.0,2321,297,6.76,"mystery, supernatural, ecchi",unknown,64722.5,0,"['mystery', 'supernatural', 'ecchi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
